m/z,var_m/z,max_int,sum_int,RT,minRT,maxRT,part_ID,EIC_ID,peak_ID,Score
133.0142586,2.96E-10,18522844,133461217.5,615.871,613.526,637.18,2282,2767,2188,0
162.8390757,3.88E-09,18504892,39628063.55,526.315,518.687,531.312,2916,3441,3068,0
286.9738388,7.92E-09,18411202,50239804.95,1269.78,1267.17,1288.5,5502,5978,6133,0
217.082943,1.14E-09,18395332,30381516,560.342,555.516,563.091,4093,4611,4510,0
128.081309,2.34E-07,18289210,63594125.41,564.546,555.516,573.398,2152,2620,1999,0
80.91687012,0,18153002,79968809.5,222.694,216.876,231.937,825,1149,611,0
176.9359436,7.76E-10,17860316,37343659.75,632.841,632.841,640.198,3255,3778,3478,0
166.0089773,2.39E-09,17587772,68814436.25,563.091,557.997,574.583,2991,3519,3156,0
106.0410938,9.22E-11,17481344,45685603.5,1747.41,1744.91,1751.99,1561,1958,1256,0
78.91893185,2.88E-10,17355356,135185381.8,237.592,234.293,280.455,750,1073,565,0
281.2488912,3.27E-08,17293880,30965197.31,174.582,168.762,190.002,5406,5885,6032,0
126.0031967,3.20E-10,17279188,35207114.59,610.912,605.278,615.871,2104,2567,1907,0
190.0180073,1.03E-09,17182556,84639950.5,650.522,637.18,653.842,3542,4063,3824,0
492.9908956,1.33E-08,16977074,40413007,1231.32,1228.43,1233.67,8443,8652,9282,0
160.8420277,1.15E-08,16962806,40580276.85,526.315,508.297,531.312,2874,3402,3021,0
126.9050869,7.87E-10,16873060,51183382.88,166.389,160.705,183.405,2117,2579,1923,0
157.1233673,1.40E-09,16786706,46320673.38,202.126,193.297,222.694,2800,3333,2940,0
146.017643,2.08E-09,16618060,35032321.88,579.409,574.583,582.159,2578,3092,2620,0
492.9908244,4.04E-09,16540892,42877318,1225.82,1220.18,1225.82,8443,8652,9283,0
426.0233337,3.74E-06,16521630,31466111.53,600.941,592.686,605.278,7620,7916,8330,0
131.0462189,1.58E-09,16466037,33010370.88,658.043,651.705,663.405,2229,2708,2115,0
427.0186401,3.45E-09,16311079,68802204,1217.7,1208.91,1220.18,7635,7929,8353,0
305.0688782,1.35E-08,16177177,28974835.19,619.164,613.526,623.049,5854,6301,6511,0
427.0187683,1.40E-09,16065689,78084103,1223.34,1223.34,1233.67,7635,7929,8354,0
106.0410868,7.76E-11,15977245,33540823.5,1737.56,1735.61,1739.79,1561,1958,1257,0
171.1391235,1.61E-09,15852113,40164132.38,196.597,186.706,213.575,3105,3628,3296,0
106.0410919,1.16E-10,15806617,21403336,1767.43,1765.61,1767.43,1561,1958,1258,0
611.145098,2.77E-07,15741327,41746390.39,619.164,605.278,623.049,9501,9600,10478,0
320.0624084,1.94E-08,15707641,33370886.31,589.396,584.909,597.921,6110,6545,6775,0
140.9759151,2.99E-10,15687275,99638032,499.123,492.166,505.799,2457,2952,2409,0
465.3046134,7.32E-08,15676515,32990287.7,149.292,144.819,160.705,8120,8360,8916,0
232.97907,3.10E-10,15609294,43777832,1518.54,1516.45,1521.57,4422,4929,4909,0
396.087289,1.51E-08,15587070,46794397.33,210.279,202.126,220.189,7250,7586,7952,0
190.0180054,6.21E-10,15454424,30380345.5,655.782,655.782,663.405,3542,4063,3825,0
232.9790853,3.10E-10,15432003,43706276,1513.56,1509.11,1513.56,4422,4929,4910,0
427.0187073,8.49E-09,15377098,101932689,1249.17,1245.88,1272.54,7635,7929,8355,0
286.9738312,4.66E-10,15331495,29026099,1263.88,1261.53,1263.88,5502,5978,6134,0
444.975942,2.83E-08,15283490,20025903,610.912,607.623,613.526,7874,8146,8628,0
78.91893578,1.46E-11,15090129,41811517.75,222.694,216.876,226.001,750,1073,566,0
127.0513796,2.95E-09,15086457,37171360.75,661.194,655.782,670.575,2125,2590,1948,0
168.0666384,1.08E-09,15056342,124295774.5,373.624,354.424,410.29,3045,3573,3224,0
142.9728877,1.32E-10,14998250,82990064,490.212,480.767,492.166,2508,3012,2493,0
492.990743,5.90E-09,14817837,38302509,1217.7,1211.79,1217.7,8443,8652,9284,0
307.11483,8.54E-10,14799108,33162859.25,597.921,595.031,603.015,5894,6339,6556,0
140.9759178,5.82E-11,14798029,54924761,475.368,472.867,480.767,2457,2952,2410,0
205.0353966,6.77E-09,14734299,34185454.02,600.941,595.031,613.526,3866,4387,4229,0
